#Iteration center.0 center.1 sigma.0 sigma.1 height
497000 -1.5650365 -0.19102106 0.3 0.3 0.3
498000 -1.265665 -0.7296755 0.3 0.3 0.3
499000 -1.2605935 -0.96104181 0.3 0.3 0.3
500000 -1.4877101 -0.23592249 0.3 0.3 0.3
501000 -1.4339053 -0.94088944 0.3 0.3 0.3
502000 -1.0708759 -0.62577047 0.3 0.3 0.3
503000 -1.6931856 -0.78841986 0.3 0.3 0.3
504000 -0.92708781 -0.8026097 0.3 0.3 0.3
505000 -1.3331587 -0.34194359 0.3 0.3 0.3
506000 -1.731186 -0.44780224 0.3 0.3 0.3
507000 -1.9735407 -1.0156656 0.3 0.3 0.3
508000 -1.162362 -0.74794768 0.3 0.3 0.3
509000 -0.92308838 -0.82124291 0.3 0.3 0.3
510000 -0.97641014 -0.69107691 0.3 0.3 0.3
511000 -1.8062166 -0.52992052 0.3 0.3 0.3
512000 -1.6670065 -0.94458466 0.3 0.3 0.3
513000 -2.1773092 -0.43721541 0.3 0.3 0.3
514000 -2.5675922 -1.1022701 0.3 0.3 0.3
515000 -1.304845 -0.99476172 0.3 0.3 0.3
516000 -1.3342215 -0.7106753 0.3 0.3 0.3
517000 -1.1988751 -0.76689487 0.3 0.3 0.3
518000 -0.93348686 -0.73667856 0.3 0.3 0.3
519000 -1.120523 -0.43223692 0.3 0.3 0.3
520000 -1.9192284 -0.43880354 0.3 0.3 0.3
521000 -0.97785032 -0.31142278 0.3 0.3 0.3
522000 -0.98633513 -1.04379 0.3 0.3 0.3
523000 -2.49056 -0.74180057 0.3 0.3 0.3
524000 -1.9199453 -0.69987169 0.3 0.3 0.3
525000 -1.5950245 -0.8760729 0.3 0.3 0.3
526000 -1.8880203 1.0571057 0.3 0.3 0.3
527000 -2.4589385 1.1179165 0.3 0.3 0.3
528000 -0.26592368 2.7813328 0.3 0.3 0.3
529000 -0.61594556 1.9585311 0.3 0.3 0.3
530000 -2.2302356 2.755345 0.3 0.3 0.3
531000 -2.660987 2.3847897 0.3 0.3 0.3
532000 -2.4270091 1.6853121 0.3 0.3 0.3
533000 -2.0191462 1.3115612 0.3 0.3 0.3
534000 -2.3565468 1.3100887 0.3 0.3 0.3
535000 -2.6221882 1.3747024 0.3 0.3 0.3
536000 -2.0158852 0.65169578 0.3 0.3 0.3
537000 -2.125696 1.3788068 0.3 0.3 0.3
538000 -2.1556445 1.3806161 0.3 0.3 0.3
539000 -1.4120429 2.6439004 0.3 0.3 0.3
540000 -0.90981191 3.031559 0.3 0.3 0.3
541000 -2.873284 2.58737 0.3 0.3 0.3
542000 -2.8168015 2.7981064 0.3 0.3 0.3
543000 -1.8251257 0.87391964 0.3 0.3 0.3
544000 -1.5882405 1.6930859 0.3 0.3 0.3
545000 -2.7094134 1.8840835 0.3 0.3 0.3
546000 -2.913322 2.7467356 0.3 0.3 0.3
547000 -3.0499972 2.881004 0.3 0.3 0.3
548000 3.1125121 2.9763992 0.3 0.3 0.3
549000 -2.8117791 2.9619503 0.3 0.3 0.3
550000 -3.0124212 2.6941803 0.3 0.3 0.3
551000 -2.8337482 2.5174787 0.3 0.3 0.3
552000 -2.3996072 1.6052176 0.3 0.3 0.3
553000 -3.0201674 2.0896686 0.3 0.3 0.3
554000 -1.8907262 2.1177541 0.3 0.3 0.3
555000 -2.8484445 3.0570935 0.3 0.3 0.3
556000 -2.1951436 -3.0749265 0.3 0.3 0.3
557000 -2.659684 2.5103758 0.3 0.3 0.3
558000 -2.5826112 2.5387099 0.3 0.3 0.3
559000 -3.0595804 2.720315 0.3 0.3 0.3
560000 -2.835099 2.493306 0.3 0.3 0.3
561000 -1.744568 2.6779569 0.3 0.3 0.3
562000 -1.0241765 2.6555362 0.3 0.3 0.3
563000 -1.0967451 3.0813822 0.3 0.3 0.3
564000 -2.1608588 3.0037484 0.3 0.3 0.3
565000 -2.0359564 3.1229457 0.3 0.3 0.3
566000 -0.99427864 3.0159866 0.3 0.3 0.3
567000 -2.7241032 2.450482 0.3 0.3 0.3
568000 -2.8330984 2.7797998 0.3 0.3 0.3
569000 -2.3908291 2.2210443 0.3 0.3 0.3
570000 -2.4407779 3.0871462 0.3 0.3 0.3
571000 -1.5001532 1.9488378 0.3 0.3 0.3
572000 -0.52458776 1.9773527 0.3 0.3 0.3
573000 -0.82670486 2.7528395 0.3 0.3 0.3
574000 -1.1744638 2.8803888 0.3 0.3 0.3
575000 -1.3282015 3.0366579 0.3 0.3 0.3
576000 -2.6821238 2.2732272 0.3 0.3 0.3
577000 -1.6389886 2.50664 0.3 0.3 0.3
578000 -1.2949962 1.8890934 0.3 0.3 0.3
579000 -2.9032846 -3.1083333 0.3 0.3 0.3
580000 -1.8321975 1.8839146 0.3 0.3 0.3
581000 -2.8427119 1.1359435 0.3 0.3 0.3
582000 -3.0230145 2.0442901 0.3 0.3 0.3
583000 -1.9667181 1.0737491 0.3 0.3 0.3
584000 -1.4698379 1.641463 0.3 0.3 0.3
585000 -0.796702 2.1529185 0.3 0.3 0.3
586000 -1.9010572 2.4506616 0.3 0.3 0.3
587000 -0.56627823 2.7211445 0.3 0.3 0.3
588000 -2.5017776 2.7318826 0.3 0.3 0.3
589000 -2.6147591 3.1343109 0.3 0.3 0.3
590000 -1.9206555 2.9633751 0.3 0.3 0.3
591000 -0.94584227 2.0969903 0.3 0.3 0.3
592000 -0.88936513 1.9424197 0.3 0.3 0.3
593000 0.33158148 1.4699431 0.3 0.3 0.3
594000 -0.8206078 1.9760872 0.3 0.3 0.3
595000 -1.4702988 2.1891384 0.3 0.3 0.3
596000 -1.0785834 2.040952 0.3 0.3 0.3
597000 -1.3858993 2.3107104 0.3 0.3 0.3
598000 -1.0288832 2.4749827 0.3 0.3 0.3
599000 -2.1502908 -2.9788573 0.3 0.3 0.3
600000 -1.8636912 2.5965369 0.3 0.3 0.3
601000 -2.8380792 2.3021079 0.3 0.3 0.3
602000 -2.7305879 2.2558057 0.3 0.3 0.3
603000 -2.1750586 -3.0895015 0.3 0.3 0.3
604000 -2.5344234 2.2168327 0.3 0.3 0.3
605000 -1.5363863 1.9273704 0.3 0.3 0.3
606000 -2.337074 2.4337201 0.3 0.3 0.3
607000 -1.2575904 2.957826 0.3 0.3 0.3
608000 -1.955653 2.9800658 0.3 0.3 0.3
609000 -0.9625854 2.5723447 0.3 0.3 0.3
610000 -0.36059751 2.5146397 0.3 0.3 0.3
611000 -0.71998379 2.5192539 0.3 0.3 0.3
612000 -1.1883187 3.0167911 0.3 0.3 0.3
613000 -1.3725698 1.8118402 0.3 0.3 0.3
614000 -0.47435014 1.958123 0.3 0.3 0.3
615000 -1.6866277 -2.9135128 0.3 0.3 0.3
616000 -1.1110148 2.6421602 0.3 0.3 0.3
617000 -1.7779311 2.9342653 0.3 0.3 0.3
618000 -2.917207 1.850766 0.3 0.3 0.3
619000 -1.8682035 1.5448495 0.3 0.3 0.3
620000 -1.9803087 2.5007808 0.3 0.3 0.3
621000 -1.8360579 2.6376022 0.3 0.3 0.3
622000 -0.76213866 2.9275354 0.3 0.3 0.3
623000 -0.87091393 2.909623 0.3 0.3 0.3
624000 -1.283512 1.9820855 0.3 0.3 0.3
625000 -1.3655761 2.6237856 0.3 0.3 0.3
626000 -1.6881247 2.7318725 0.3 0.3 0.3
627000 -1.8936897 1.4545235 0.3 0.3 0.3
628000 -1.870563 1.5925177 0.3 0.3 0.3
629000 -2.2126529 0.69710157 0.3 0.3 0.3
630000 -2.7364864 1.6269468 0.3 0.3 0.3
631000 -2.2366895 1.0599704 0.3 0.3 0.3
632000 -2.9696131 1.4294377 0.3 0.3 0.3
633000 3.0116812 2.2706798 0.3 0.3 0.3
634000 -2.0041938 3.0342611 0.3 0.3 0.3
635000 -2.6824779 2.9800946 0.3 0.3 0.3
636000 -1.9529517 2.4469681 0.3 0.3 0.3
637000 -0.85970778 2.0678575 0.3 0.3 0.3
638000 -3.1370947 3.1109064 0.3 0.3 0.3
639000 -2.9226914 1.4560391 0.3 0.3 0.3
640000 -2.4250081 1.8671322 0.3 0.3 0.3
641000 -2.7791687 1.1870883 0.3 0.3 0.3
642000 -3.0525426 2.0960841 0.3 0.3 0.3
643000 -2.7536011 -3.1305812 0.3 0.3 0.3
644000 -0.81757758 2.582276 0.3 0.3 0.3
645000 -1.2733837 2.8772038 0.3 0.3 0.3
646000 -0.93986695 2.9634567 0.3 0.3 0.3
647000 -2.2083346 2.4539095 0.3 0.3 0.3
648000 -2.5570454 -3.1323032 0.3 0.3 0.3
649000 -1.2736725 2.9871507 0.3 0.3 0.3
650000 -1.1165949 3.0490462 0.3 0.3 0.3
651000 -2.7152186 -3.0834196 0.3 0.3 0.3
652000 -2.4790263 1.2090111 0.3 0.3 0.3
653000 -2.6333221 1.5427211 0.3 0.3 0.3
654000 -2.8314405 2.3259794 0.3 0.3 0.3
655000 -2.2978027 1.3905671 0.3 0.3 0.3
656000 -1.8134232 1.4408691 0.3 0.3 0.3
657000 -1.9120317 0.85287463 0.3 0.3 0.3
658000 -2.0457573 0.81927343 0.3 0.3 0.3
659000 -2.8757827 0.61970425 0.3 0.3 0.3
660000 -1.7912387 -0.45871634 0.3 0.3 0.3
661000 -2.0588233 -0.29726157 0.3 0.3 0.3
662000 -2.1268492 0.41753539 0.3 0.3 0.3
663000 -2.2437425 0.26620871 0.3 0.3 0.3
664000 -2.644975 -0.41702355 0.3 0.3 0.3
665000 -1.9702594 -0.80592124 0.3 0.3 0.3
666000 -1.3429461 -0.44126398 0.3 0.3 0.3
667000 -0.99517786 -0.3106622 0.3 0.3 0.3
668000 -1.615673 -0.92556902 0.3 0.3 0.3
669000 -1.4180442 -0.62474262 0.3 0.3 0.3
670000 -2.738435 -0.78350079 0.3 0.3 0.3
671000 -2.6842425 -0.49339665 0.3 0.3 0.3
672000 -2.9170821 -0.55156675 0.3 0.3 0.3
673000 -2.3111336 -1.4519825 0.3 0.3 0.3
674000 -2.5113825 -1.0656826 0.3 0.3 0.3
675000 -0.84195529 -0.77602752 0.3 0.3 0.3
676000 -1.4838852 -0.13499503 0.3 0.3 0.3
677000 -0.69145436 -0.59577294 0.3 0.3 0.3
678000 -1.1554703 -0.63958214 0.3 0.3 0.3
679000 -1.5051012 -0.87278495 0.3 0.3 0.3
680000 -1.8431524 -0.25564982 0.3 0.3 0.3
681000 -2.3659251 0.19551838 0.3 0.3 0.3
682000 -2.1423075 0.61377861 0.3 0.3 0.3
683000 -1.7290538 0.30815654 0.3 0.3 0.3
684000 -1.0702627 -0.44611198 0.3 0.3 0.3
685000 -1.4231202 -0.27443132 0.3 0.3 0.3
686000 -1.7343848 0.078071456 0.3 0.3 0.3
687000 -1.003214 -0.24480806 0.3 0.3 0.3
688000 -0.98064745 -1.025272 0.3 0.3 0.3
689000 -1.7418 -0.61830324 0.3 0.3 0.3
690000 -2.2672592 -0.60285427 0.3 0.3 0.3
691000 -1.1654697 -0.32854875 0.3 0.3 0.3
692000 -1.1030421 -0.43797688 0.3 0.3 0.3
693000 -1.2805473 -0.53203302 0.3 0.3 0.3
694000 -2.5604571 -0.72604385 0.3 0.3 0.3
695000 -2.506391 -0.35948807 0.3 0.3 0.3
696000 -2.4928357 -0.96743374 0.3 0.3 0.3
697000 -2.7149942 -1.1159989 0.3 0.3 0.3
698000 -2.5925758 -1.0742403 0.3 0.3 0.3
699000 -0.92982166 -0.94245813 0.3 0.3 0.3
700000 -2.7249487 -0.58977209 0.3 0.3 0.3
701000 -2.6904326 -1.2250562 0.3 0.3 0.3
702000 -2.4547953 -0.92471174 0.3 0.3 0.3
703000 -2.9541178 -1.167815 0.3 0.3 0.3
704000 -1.7058916 -1.4231743 0.3 0.3 0.3
705000 -1.631454 -1.0268188 0.3 0.3 0.3
706000 -1.1190547 -0.85216062 0.3 0.3 0.3
707000 -1.1253342 -0.35020771 0.3 0.3 0.3
708000 -1.3110374 -0.87568208 0.3 0.3 0.3
709000 -1.909759 -0.61955275 0.3 0.3 0.3
710000 -1.9606878 0.55921714 0.3 0.3 0.3
711000 -1.6394668 2.0471115 0.3 0.3 0.3
712000 -2.6459574 2.2099973 0.3 0.3 0.3
713000 -0.38490335 1.8424832 0.3 0.3 0.3
714000 -1.1205219 1.8206875 0.3 0.3 0.3
715000 -0.61900253 1.7571892 0.3 0.3 0.3
716000 -0.83516174 2.4409931 0.3 0.3 0.3
717000 -1.3075831 2.6101467 0.3 0.3 0.3
718000 -1.5111654 2.3117939 0.3 0.3 0.3
719000 -2.2022586 2.445101 0.3 0.3 0.3
720000 -1.7628061 3.1003824 0.3 0.3 0.3
721000 -1.6218256 3.0672423 0.3 0.3 0.3
722000 -2.3556604 -2.9599264 0.3 0.3 0.3
723000 -2.853679 2.0145787 0.3 0.3 0.3
724000 -2.0279499 2.0782529 0.3 0.3 0.3
725000 -2.5984743 2.7233623 0.3 0.3 0.3
726000 -2.343606 3.06634 0.3 0.3 0.3
727000 -0.63177052 2.4297995 0.3 0.3 0.3
728000 -1.5115194 2.323615 0.3 0.3 0.3
729000 -1.7147393 2.1736885 0.3 0.3 0.3
730000 -0.43919232 2.4726637 0.3 0.3 0.3
731000 -0.52134104 2.5145835 0.3 0.3 0.3
732000 -1.0956003 2.29275 0.3 0.3 0.3
733000 -0.51467698 1.8697482 0.3 0.3 0.3
734000 -1.2680563 2.3976279 0.3 0.3 0.3
735000 -2.1795954 2.7046297 0.3 0.3 0.3
736000 -1.6219227 2.9082932 0.3 0.3 0.3
737000 -0.88611996 2.7672604 0.3 0.3 0.3
738000 -1.6964653 1.6929769 0.3 0.3 0.3
739000 -0.92888171 2.1360596 0.3 0.3 0.3
740000 -1.0471858 2.9883605 0.3 0.3 0.3
741000 -1.7059173 -2.8968007 0.3 0.3 0.3
742000 -1.3179287 3.1330575 0.3 0.3 0.3
743000 -1.1860737 -3.106631 0.3 0.3 0.3
744000 -2.8855852 2.6632226 0.3 0.3 0.3
745000 -2.3871102 2.5961747 0.3 0.3 0.3
746000 -2.4479277 2.2940951 0.3 0.3 0.3
747000 -0.81550924 2.6538519 0.3 0.3 0.3
748000 -1.4036983 3.1183741 0.3 0.3 0.3
749000 -0.66674982 2.7786103 0.3 0.3 0.3
750000 -2.0746246 2.149144 0.3 0.3 0.3
751000 -1.6725993 1.8578254 0.3 0.3 0.3
752000 -1.311821 1.6378578 0.3 0.3 0.3
753000 0.9785537 1.8664311 0.3 0.3 0.3
754000 0.92332639 1.1048686 0.3 0.3 0.3
755000 0.93822154 0.51629286 0.3 0.3 0.3
756000 0.98760724 0.41097004 0.3 0.3 0.3
757000 1.1923235 0.82739152 0.3 0.3 0.3
758000 0.61594481 0.66875197 0.3 0.3 0.3
759000 0.6559095 1.1729022 0.3 0.3 0.3
760000 0.97894346 0.78477875 0.3 0.3 0.3
761000 1.1385975 0.67903318 0.3 0.3 0.3
762000 0.57031233 1.2463706 0.3 0.3 0.3
763000 1.1151831 2.3629157 0.3 0.3 0.3
764000 0.9775116 2.6337504 0.3 0.3 0.3
765000 1.3305716 2.7539419 0.3 0.3 0.3
766000 1.1012209 2.8752514 0.3 0.3 0.3
767000 1.0195103 2.5913904 0.3 0.3 0.3
768000 0.80677477 2.3518703 0.3 0.3 0.3
769000 1.0185203 3.0376771 0.3 0.3 0.3
770000 1.1723638 3.0183592 0.3 0.3 0.3
771000 0.99018215 2.7261768 0.3 0.3 0.3
772000 0.98734217 2.5303351 0.3 0.3 0.3
773000 0.86428062 2.4847043 0.3 0.3 0.3
774000 0.7523361 1.44867 0.3 0.3 0.3
775000 0.47772629 1.4212501 0.3 0.3 0.3
776000 -0.99899538 2.0602037 0.3 0.3 0.3
777000 -0.50930347 2.7302684 0.3 0.3 0.3
778000 -1.1184537 2.0438332 0.3 0.3 0.3
779000 -1.720313 1.9342194 0.3 0.3 0.3
780000 -1.9461726 1.1656113 0.3 0.3 0.3
781000 -2.6243675 1.3792044 0.3 0.3 0.3
782000 -2.5946679 1.0089431 0.3 0.3 0.3
783000 -2.7678844 1.4798902 0.3 0.3 0.3
784000 -1.4368569 1.9511999 0.3 0.3 0.3
785000 -0.9218144 1.8356329 0.3 0.3 0.3
786000 0.88434081 0.57502897 0.3 0.3 0.3
787000 0.87361266 0.58426431 0.3 0.3 0.3
788000 1.0269113 0.74668602 0.3 0.3 0.3
789000 0.98255559 1.2231346 0.3 0.3 0.3
790000 0.74353521 1.7646561 0.3 0.3 0.3
791000 0.40970947 1.6637776 0.3 0.3 0.3
792000 -0.099414085 1.6476059 0.3 0.3 0.3
793000 1.0923355 0.94248154 0.3 0.3 0.3
794000 0.93591183 0.75940229 0.3 0.3 0.3
795000 0.21619988 1.0926549 0.3 0.3 0.3
796000 0.69239765 0.75352303 0.3 0.3 0.3
797000 0.49331242 0.94752229 0.3 0.3 0.3
798000 -0.092166989 1.6593765 0.3 0.3 0.3
799000 0.9806589 0.92521609 0.3 0.3 0.3
800000 -0.61450003 2.1111005 0.3 0.3 0.3
801000 -2.1942903 2.7110358 0.3 0.3 0.3
802000 -1.1833074 -3.0117255 0.3 0.3 0.3
803000 -1.9848171 -2.9354928 0.3 0.3 0.3
804000 -2.9923807 -3.1328626 0.3 0.3 0.3
805000 -2.5201073 -2.8954246 0.3 0.3 0.3
806000 -2.7106477 3.0163609 0.3 0.3 0.3
807000 -2.686099 1.4128993 0.3 0.3 0.3
808000 -2.136051 1.3639608 0.3 0.3 0.3
809000 -1.742007 1.3364894 0.3 0.3 0.3
810000 -2.9145748 2.0527643 0.3 0.3 0.3
811000 -1.4132784 1.8526218 0.3 0.3 0.3
812000 -2.6853869 1.8549111 0.3 0.3 0.3
813000 -2.6100075 1.5031783 0.3 0.3 0.3
814000 -1.7501171 -0.011056255 0.3 0.3 0.3
815000 -1.2589083 -0.73437778 0.3 0.3 0.3
816000 -0.76860502 -0.93614729 0.3 0.3 0.3
817000 -1.1701714 -0.17212672 0.3 0.3 0.3
818000 -1.4822865 -0.18689373 0.3 0.3 0.3
819000 -1.0238988 -0.39321558 0.3 0.3 0.3
820000 -2.1646173 0.36715007 0.3 0.3 0.3
821000 -1.9367389 0.60670909 0.3 0.3 0.3
822000 -2.4468366 1.5631479 0.3 0.3 0.3
823000 -2.9993918 1.989239 0.3 0.3 0.3
824000 -2.5684731 2.3644075 0.3 0.3 0.3
825000 -1.6641529 1.9919226 0.3 0.3 0.3
826000 -1.5464839 2.0051841 0.3 0.3 0.3
827000 -2.413946 2.0572405 0.3 0.3 0.3
828000 -1.8721125 3.0139398 0.3 0.3 0.3
829000 -2.8509154 2.5851964 0.3 0.3 0.3
830000 -2.1911983 2.1522067 0.3 0.3 0.3
831000 -2.4717529 2.671485 0.3 0.3 0.3
832000 -2.1749023 2.3450033 0.3 0.3 0.3
833000 -2.2023033 1.9130093 0.3 0.3 0.3
834000 -1.6788355 2.1131326 0.3 0.3 0.3
835000 -1.1092258 1.9922208 0.3 0.3 0.3
836000 -1.0082471 2.4508409 0.3 0.3 0.3
837000 -2.0010719 2.432042 0.3 0.3 0.3
838000 -1.6206439 2.1465537 0.3 0.3 0.3
839000 -1.7764283 -2.8178768 0.3 0.3 0.3
840000 -1.4101143 -2.9302078 0.3 0.3 0.3
841000 -1.4190318 2.994712 0.3 0.3 0.3
842000 -1.4216879 -3.0488671 0.3 0.3 0.3
843000 -2.5392921 -3.094839 0.3 0.3 0.3
844000 -2.7805756 -3.0500439 0.3 0.3 0.3
845000 -2.9840765 2.5888393 0.3 0.3 0.3
846000 -2.7104368 3.0369141 0.3 0.3 0.3
847000 -2.692999 2.1757663 0.3 0.3 0.3
848000 -2.9358463 1.7197658 0.3 0.3 0.3
849000 -2.536614 1.8681385 0.3 0.3 0.3
850000 -3.114171 2.7883234 0.3 0.3 0.3
851000 -2.0473308 1.7660579 0.3 0.3 0.3
852000 -1.2004341 1.6624247 0.3 0.3 0.3
853000 -1.6385004 1.7451892 0.3 0.3 0.3
854000 -1.5758709 1.9213734 0.3 0.3 0.3
855000 -2.9474388 1.3353849 0.3 0.3 0.3
856000 -3.0371864 1.7729304 0.3 0.3 0.3
857000 3.1182643 2.1609508 0.3 0.3 0.3
858000 -2.588158 2.0499513 0.3 0.3 0.3
859000 -1.5789348 2.2055835 0.3 0.3 0.3
860000 -1.3683963 1.8588722 0.3 0.3 0.3
861000 -1.0244537 2.3434111 0.3 0.3 0.3
862000 -2.0917908 2.9005047 0.3 0.3 0.3
863000 -2.2943967 1.7283077 0.3 0.3 0.3
864000 -2.0685595 2.4254948 0.3 0.3 0.3
865000 -2.7699512 -3.0501305 0.3 0.3 0.3
866000 -1.3828141 -2.9809054 0.3 0.3 0.3
867000 -2.4781306 2.7277119 0.3 0.3 0.3
868000 -2.4195387 2.8997221 0.3 0.3 0.3
869000 -1.830529 -3.1085882 0.3 0.3 0.3
870000 -2.7459588 2.4728663 0.3 0.3 0.3
871000 -2.9907187 2.7226399 0.3 0.3 0.3
872000 -2.4187494 2.2668443 0.3 0.3 0.3
873000 -2.6516284 2.0560307 0.3 0.3 0.3
874000 -0.86566687 2.9152047 0.3 0.3 0.3
875000 -0.72406282 2.3110659 0.3 0.3 0.3
876000 -1.1809107 2.4301435 0.3 0.3 0.3
877000 -1.4253031 -3.1210764 0.3 0.3 0.3
878000 -1.1136394 2.1282151 0.3 0.3 0.3
879000 -1.5533913 2.1559285 0.3 0.3 0.3
880000 -0.86131374 2.7720332 0.3 0.3 0.3
881000 -1.5240682 2.7943526 0.3 0.3 0.3
882000 -2.0374907 -2.8448821 0.3 0.3 0.3
883000 -2.3488788 -2.7787128 0.3 0.3 0.3
884000 -2.896558 2.9212517 0.3 0.3 0.3
885000 -1.5698132 -2.8363291 0.3 0.3 0.3
886000 -2.8705128 2.1860976 0.3 0.3 0.3
887000 -1.6552116 1.4674485 0.3 0.3 0.3
888000 -1.8462793 1.2537727 0.3 0.3 0.3
889000 -1.8845423 1.9263115 0.3 0.3 0.3
890000 -1.9566709 0.84824612 0.3 0.3 0.3
891000 -2.5242842 0.80109778 0.3 0.3 0.3
892000 -1.9653828 1.0241569 0.3 0.3 0.3
893000 -2.3509233 0.96467184 0.3 0.3 0.3
894000 -2.9160286 2.7340856 0.3 0.3 0.3
895000 -0.74991791 1.9960292 0.3 0.3 0.3
896000 -2.4662447 2.766003 0.3 0.3 0.3
897000 -2.3929119 2.7248264 0.3 0.3 0.3
898000 -2.2792709 1.5448067 0.3 0.3 0.3
899000 -2.6824585 1.1229383 0.3 0.3 0.3
900000 -2.4036184 1.3201901 0.3 0.3 0.3
901000 -2.8074448 1.3160765 0.3 0.3 0.3
902000 -2.0780227 0.84936795 0.3 0.3 0.3
903000 -1.7519911 1.0544878 0.3 0.3 0.3
904000 -3.085224 2.4499692 0.3 0.3 0.3
905000 0.39159588 1.8798624 0.3 0.3 0.3
906000 -1.7284753 3.1207894 0.3 0.3 0.3
907000 -2.1065274 2.0421234 0.3 0.3 0.3
908000 -2.4076485 1.7470992 0.3 0.3 0.3
909000 -2.6542273 1.1175975 0.3 0.3 0.3
910000 -2.1802031 1.293085 0.3 0.3 0.3
911000 -3.0062502 1.7717539 0.3 0.3 0.3
912000 3.1402733 0.96430202 0.3 0.3 0.3
913000 -1.1349177 2.04299 0.3 0.3 0.3
914000 -2.5358451 0.95237875 0.3 0.3 0.3
915000 -2.5299777 0.65013094 0.3 0.3 0.3
916000 -1.7925581 1.0932839 0.3 0.3 0.3
917000 -1.7043273 2.0214668 0.3 0.3 0.3
918000 -2.1342513 0.81969003 0.3 0.3 0.3
919000 -2.427756 2.4652469 0.3 0.3 0.3
920000 -2.1659128 2.7344325 0.3 0.3 0.3
921000 -1.37497 -3.1216517 0.3 0.3 0.3
922000 -1.2711365 3.1113092 0.3 0.3 0.3
923000 -1.6369405 3.1187952 0.3 0.3 0.3
924000 -2.3684819 2.1448805 0.3 0.3 0.3
925000 -2.559483 1.3324121 0.3 0.3 0.3
926000 -2.4038571 1.5493625 0.3 0.3 0.3
927000 -1.6702955 1.4339149 0.3 0.3 0.3
928000 -2.1954676 1.9969352 0.3 0.3 0.3
929000 -1.3536522 2.0853493 0.3 0.3 0.3
930000 -1.6707294 1.1699711 0.3 0.3 0.3
931000 -1.024812 1.878444 0.3 0.3 0.3
932000 -2.1120411 1.2725793 0.3 0.3 0.3
933000 -2.2632124 1.5369165 0.3 0.3 0.3
934000 -2.0319092 1.9866267 0.3 0.3 0.3
935000 -2.8666067 2.0463248 0.3 0.3 0.3
936000 -2.8254321 1.0028212 0.3 0.3 0.3
937000 -2.4577646 2.4923467 0.3 0.3 0.3
938000 -1.936437 2.3225022 0.3 0.3 0.3
939000 -2.3593916 1.6374885 0.3 0.3 0.3
940000 -1.9232942 0.71714509 0.3 0.3 0.3
941000 -2.753338 0.93190647 0.3 0.3 0.3
942000 -2.9152866 3.1058572 0.3 0.3 0.3
943000 -0.63704134 2.6986509 0.3 0.3 0.3
944000 -0.068701371 1.7299055 0.3 0.3 0.3
945000 -1.2772316 2.2461203 0.3 0.3 0.3
946000 -0.68150939 2.0393377 0.3 0.3 0.3
947000 -1.2285443 2.8580607 0.3 0.3 0.3
948000 -1.8053552 3.0502258 0.3 0.3 0.3
949000 -1.507726 2.5757312 0.3 0.3 0.3
950000 -1.7570348 2.9800721 0.3 0.3 0.3
951000 -1.0312097 2.8088231 0.3 0.3 0.3
952000 -1.8406169 2.9162944 0.3 0.3 0.3
953000 -1.3949355 2.4425578 0.3 0.3 0.3
954000 -1.3055487 2.1033064 0.3 0.3 0.3
955000 -1.5564239 2.9876337 0.3 0.3 0.3
956000 -0.58141813 2.4259756 0.3 0.3 0.3
957000 -0.39360999 1.8186814 0.3 0.3 0.3
958000 0.87303016 2.8336412 0.3 0.3 0.3
959000 1.025425 2.9949059 0.3 0.3 0.3
960000 1.1042819 2.2474055 0.3 0.3 0.3
961000 0.99315233 0.85490594 0.3 0.3 0.3
962000 0.34887858 1.4437598 0.3 0.3 0.3
963000 -0.54733863 2.3168255 0.3 0.3 0.3
964000 -1.8482961 1.6381513 0.3 0.3 0.3
965000 3.0631339 1.8903424 0.3 0.3 0.3
966000 -2.9223999 1.2251057 0.3 0.3 0.3
967000 -1.6704697 1.389756 0.3 0.3 0.3
968000 -1.9984155 0.82495943 0.3 0.3 0.3
969000 -1.7962779 1.4215878 0.3 0.3 0.3
970000 -2.8142641 0.89272842 0.3 0.3 0.3
971000 -2.8260733 2.4788047 0.3 0.3 0.3
972000 -2.8135739 1.784993 0.3 0.3 0.3
973000 -3.0713345 2.0830476 0.3 0.3 0.3
974000 -2.3285957 1.4498456 0.3 0.3 0.3
975000 -2.6641211 1.8213435 0.3 0.3 0.3
976000 -2.7918364 1.8133047 0.3 0.3 0.3
977000 -2.8926305 2.204238 0.3 0.3 0.3
978000 -2.1704777 1.9502104 0.3 0.3 0.3
979000 -2.7758661 2.7072491 0.3 0.3 0.3
980000 -2.2110138 2.9459415 0.3 0.3 0.3
981000 -1.3462794 2.4128632 0.3 0.3 0.3
982000 -2.9854138 1.9621545 0.3 0.3 0.3
983000 -2.797445 1.4840449 0.3 0.3 0.3
984000 -2.6657425 1.4524233 0.3 0.3 0.3
985000 -2.9424009 0.76259387 0.3 0.3 0.3
986000 -2.9661659 0.46349582 0.3 0.3 0.3
987000 -2.2357474 -0.010014011 0.3 0.3 0.3
988000 -0.46051579 -0.67402881 0.3 0.3 0.3
989000 -1.013928 -0.45418731 0.3 0.3 0.3
990000 -1.2942219 -1.4264508 0.3 0.3 0.3
991000 -1.5304622 -0.10287148 0.3 0.3 0.3
992000 -0.74217853 -0.88294269 0.3 0.3 0.3
993000 -0.89610556 -0.89917739 0.3 0.3 0.3
994000 -1.252941 -0.5184619 0.3 0.3 0.3
995000 -1.8981186 -0.43926859 0.3 0.3 0.3
